1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	1
11	1
12	1
13	1
14	1
15	1
16	1
17	1
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	1
30	1
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	2
41	3
42	3
43	3
44	3
45	3
46	3
47	4
48	4
49	4
50	4
51	4
52	4
53	4
54	4
55	4
56	4
57	4
58	4
59	4
60	4
61	4
62	4
63	5
64	5
65	5
66	5
67	5
68	6
69	6
70	7
71	8
72	9
73	9
74	9
75	9
76	9
77	9
78	9
79	9
80	10
81	10
82	11
83	11
84	11
85	11
86	11
87	12
88	12
89	12
90	12
91	12
92	12
93	12
94	12
95	12
96	12
97	12
98	12
99	12
100	12
101	12
102	12
103	12
104	12
105	12
106	12
107	12
108	12
109	12
110	12
111	12
112	12
113	12
114	13
115	14
116	15
117	15
118	15
119	16
120	16
121	16
122	16
123	17
124	18
125	19
126	19
127	19
128	19
129	19
130	19
131	19
132	19
133	20
134	20
135	20
136	21
137	21
138	22
139	23
140	24
141	25
142	26
143	26
144	26
145	26
146	26
147	27
148	28
149	28
150	28
151	28
152	28
153	28
154	28
155	28
156	28
157	28
158	28
159	28
160	28
161	28
162	28
163	28
164	28
165	28
166	28
167	29
168	29
169	29
170	29
171	29
172	29
173	29
174	30
175	31
176	31
177	32
178	32
179	33
180	33
181	33
182	33
183	33
184	34
185	35
186	35
187	35
188	35
189	35
190	35
191	35
192	35
193	36
194	37
195	37
196	37
197	37
198	37
199	38
200	39
201	39
202	39
203	40
204	41
205	41
206	42
207	43
208	43
209	44
210	44
211	44
212	44
213	44
214	45
215	45
216	45
217	45
218	46
219	46
220	46
221	46
222	47
223	48
224	49
225	49
226	49
227	49
228	49
229	49
230	49
231	49
232	50
233	50
234	51
235	52
236	52
237	53
238	53
239	53
240	53
241	53
242	53
243	54
244	55
245	55
246	55
247	55
248	56
249	57
250	57
251	58
252	58
253	58
254	59
255	60
256	60
257	61
258	62
259	63
260	63
261	63
262	63
263	63
264	63
265	63
266	63
267	64
268	65
269	66
270	67
271	67
272	67
273	67
274	67
275	67
276	68
277	69
278	69
279	69
280	70
281	71
282	72
283	72
284	73
285	73
286	74
287	75
288	75
289	75
290	75
291	75
292	76
293	76
294	76
295	77
296	78
297	79
298	79
